$GPGGA,000000.00,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*68
$GPGGA,000000.10,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*69
$GPGGA,000000.20,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6A
$GPGGA,000000.30,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6B
$GPGGA,000000.40,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6C
$GPGGA,000000.50,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6D
$GPGGA,000000.60,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6E
$GPGGA,000000.70,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6F
$GPGGA,000000.80,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*60
$GPGGA,000000.90,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*61
$GPGGA,000001.00,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*69
$GPGGA,000001.10,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*68
$GPGGA,000001.20,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6B
$GPGGA,000001.30,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6A
$GPGGA,000001.40,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6D
$GPGGA,000001.50,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6C
$GPGGA,000001.60,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6F
$GPGGA,000001.70,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6E
$GPGGA,000001.80,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*61
$GPGGA,000001.90,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*60
$GPGGA,000002.00,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6A
$GPGGA,000002.10,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6B
$GPGGA,000002.20,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*68
$GPGGA,000002.30,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*69
$GPGGA,000002.40,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6E
$GPGGA,000002.50,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6F
$GPGGA,000002.60,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6C
$GPGGA,000002.70,3500.20088526,S,11751.94116024,E,1,05,2.87,40,M,00.000,M,,*6D
